customer_id,amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,payment_amount_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,other_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,loan performance
99da2c0bb1,500,8/8/1967 00:00,Approved,TRUE,517,TRUE,1/13/2011 07:30,6,TRUE,13,77.39,500,6,67.57,84401,AnnRAndrews@aol.com,124002971,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Home,Other,1280,645,501,548,675,567,-1
1f4b9045a0,800,9/2/1981 00:00,Approved,TRUE,0,FALSE,1/13/2011 08:41,8,TRUE,8,231.76,800,8,194.94,84401,JasminJShoemaker@yahoo.com,51000017,1 year or more,7-12 months,6 months or less,Monthly,Mobile,Mobile,Other,2200,557,592,561,680,611,-1
bf8d0da5c4,800,10/8/1962 00:00,Approved,FALSE,1900,TRUE,1/13/2011 21:09,5,TRUE,10,147.47,800,5,132.13,84097,EdEGonzalez@yahoo.com,124001545,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,3982,641,626,674,734,611,-1
edcef83656,700,3/12/1985 00:00,Approved,TRUE,0,TRUE,1/13/2011 23:35,3,TRUE,6,190.4,700,3,177.05,84020,LoisVHarris@yahoo.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,3952,639,583,631,700,616,1
dda633dca1,400,11/26/1969 00:00,Approved,TRUE,525,TRUE,1/14/2011 03:19,6,TRUE,12,67.22,400,6,58.67,84015,SallyRDouglass@yahoo.com,63192874,4-12 months,3+ years,6 months or less,Semi-monthly,Mobile,None,Other,1600,713,501,501,600,563,1
cf67d3f725,800,7/12/1973 00:00,Approved,TRUE,0,TRUE,1/14/2011 09:19,8,TRUE,6,171.75,500,6,149.24,84119,BrendaWStewart@bing.com,124001545,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Other,2600,545,552,592,677,613,-1
d39ccfc3a5,500,8/23/1977 00:00,Approved,TRUE,0,FALSE,1/14/2011 10:16,8,TRUE,6,171.75,500,6,149.24,84005,JanetMSutton@bing.com,12400,1 year or more,1-2 years,6 months or less,Monthly,Mobile,None,Other,300,539,587,642,690,602,-1
c632d7389b,500,6/27/1972 00:00,Approved,FALSE,2000,TRUE,1/14/2011 11:11,8,TRUE,13,77.39,500,6,67.57,84109,RyanMShankle@yahoo.com,124001545,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,5000,581,591,593,680,621,-1
ee90cb8777,600,7/11/1978 00:00,Approved,FALSE,900,TRUE,1/14/2011 11:52,8,TRUE,8,173.82,600,8,146.21,84029,JuanitaMMays@aol.com,124002971,1 year or more,7-12 months,3+ years,Monthly,Home,Mobile,Other,3007,780,608,704,740,617,1
8ad3ac65b0,500,9/3/1952 00:00,Approved,TRUE,1100,TRUE,1/15/2011 09:31,6,TRUE,13,77.39,500,6,67.57,84660,JonathonEHubbell@aol.com,124000054,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,None,Other,4240,677,632,640,597,621,-1
d9d72a6c02,800,3/7/1962 00:00,Approved,FALSE,1042,TRUE,1/16/2011 11:05,8,TRUE,17,105.88,800,8,89.57,84088,JessicaAGoodman@aol.com,324078268,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,3280,550,573,589,680,625,-1
1290d18bd2,800,9/29/1959 00:00,Approved,TRUE,0,TRUE,1/16/2011 20:12,8,TRUE,16,113.77,800,8,95.96,84103,LillieSMitchell@aol.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Other,3200,735,597,673,725,624,1
6e835dcbc1,600,5/29/1965 00:00,Approved,TRUE,0,TRUE,1/16/2011 20:44,8,TRUE,13,77.39,500,6,67.57,84120,DanielGFondren@gmail.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,None,Other,2774,601,586,645,648,622,1
18ae949687,700,10/31/1981 00:00,Approved,TRUE,1100,TRUE,1/17/2011 13:47,8,TRUE,12,84.03,500,6,73.34,84005,TraciWHubbard@bing.com,324377516,4-12 months,6 months or less,3+ years,Semi-monthly,Mobile,None,Other,3200,763,579,615,692,602,1
2.10E+90,800,3/19/1978 00:00,Approved,FALSE,1200,TRUE,1/18/2011 07:02,8,TRUE,12,84.03,500,6,73.34,84084,WandaJDaly@bing.com,124302150,1 year or more,6 months or less,1-2 years,Semi-monthly,Mobile,Work,Other,4025,538,577,581,652,595,unknown
b949aab915,800,6/11/1971 00:00,Approved,TRUE,600,FALSE,1/18/2011 12:11,8,TRUE,12,84.03,500,6,73.34,84015,MaryBNichols@yahoo.com,124001545,1 year or more,7-12 months,1-2 years,Semi-monthly,Mobile,None,Other,3600,544,575,560,607,594,1
41d33ebcc8,500,5/17/1952 00:00,Approved,FALSE,400,TRUE,1/18/2011 15:41,5,TRUE,10,92.17,500,5,82.58,84092,BarbaraLRamirez@hotmail.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Mobile,Other,2600,660,592,602,680,643,-1
b69c9a9de7,800,4/21/1978 00:00,Approved,TRUE,200,TRUE,1/18/2011 16:24,8,TRUE,13,77.39,500,6,67.57,84070,DorisRMitchell@yahoo.com,324079555,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Work,Other,1360,719,525,538,627,585,-1
af360505c5,800,9/29/1975 00:00,Approved,FALSE,1000,TRUE,1/19/2011 08:28,6,TRUE,13,123.82,800,6,108.12,84005,BillyMWitham@bing.com,124000054,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,Mobile,Other,4820,600,623,651,693,637,1
85c245983d,800,5/29/1973 00:00,Approved,TRUE,0,FALSE,1/19/2011 13:12,6,TRUE,13,123.82,800,6,108.12,84084,HarrietAAcree@bing.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Home,Other,8000,612,568,598,680,612,-1
66e2d371c9,500,2/19/1973 00:00,Approved,FALSE,1100,TRUE,1/19/2011 14:02,5,TRUE,10,92.17,500,5,82.58,84118,SueBKing@aol.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Mobile,Other,1230,663,596,648,676,627,-1
ac468f4955,500,5/24/1962 00:00,Approved,TRUE,800,TRUE,1/19/2011 14:14,8,TRUE,13,77.39,500,6,67.57,84663,BrianHWard@gmail.com,124300327,3 months or less,1-2 years,3+ years,Bi-weekly,Mobile,None,Other,1700,583,592,646,678,613,1
9f1d9957c7,300,4/15/1984 00:00,Approved,TRUE,600,TRUE,1/19/2011 18:12,8,TRUE,17,39.7,300,8,33.59,83616,IsabelleTSmith@bing.com,123103716,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,1500,530,557,615,653,601,-1
bfbe8605a7,500,5/28/1949 00:00,Approved,FALSE,386,TRUE,1/19/2011 18:32,5,TRUE,5,193.91,500,5,171.47,83204,LauraTPinion@aol.com,324173710,1 year or more,3+ years,6 months or less,Monthly,Mobile,Home,Other,1000,613,516,545,658,592,1
fdad7630df,400,10/9/1958 00:00,Approved,FALSE,976,TRUE,1/19/2011 23:35,5,TRUE,10,73.74,400,5,66.07,84075,RuthDTillman@bing.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,1384,538,611,620,680,644,-1
08a3e0ca08,800,3/11/1969 00:00,Approved,TRUE,425,TRUE,1/20/2011 16:06,5,TRUE,10,92.17,500,5,82.58,83201,KariJReece@bing.com,52173464,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,5200,645,519,550,641,593,-1
ee1d1531f0,800,1/9/1971 00:00,Approved,FALSE,325,TRUE,1/20/2011 17:12,8,TRUE,17,105.88,800,8,89.57,83401,StephenSRedmond@hotmail.com,124103799,1 year or more,1-2 years,7-12 months,Bi-weekly,Mobile,Mobile,Other,1070,541,577,614,578,617,-1
348442a0a3,400,6/19/1931 00:00,Approved,FALSE,479,TRUE,1/21/2011 13:33,5,TRUE,5,155.12,400,5,155.12,83252,YvonneKBelz@hotmail.com,123103729,1 year or more,3+ years,3+ years,Monthly,Home,None,Other,1879,768,544,584,680,609,1
a4f207cd76,350,1/15/1986 00:00,Approved,TRUE,250,TRUE,1/21/2011 14:47,5,TRUE,5,135.73,350,5,135.73,83201,AnneJCarroll@bing.com,322077795,3 months or less,6 months or less,3+ years,Monthly,Mobile,None,Other,670,645,503,544,629,550,-1
044aab634b,500,1/21/1949 00:00,Approved,TRUE,605,FALSE,1/22/2011 09:00,5,TRUE,10,92.17,500,5,92.17,84103,ThomasMWashington@hotmail.com,123271978,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,1378,645,568,633,682,625,1
a934374fe4,500,8/4/1971 00:00,Approved,FALSE,1375,TRUE,1/22/2011 09:04,5,TRUE,10,92.17,500,5,92.17,84041,JohnAShaw@gmail.com,324377613,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,2000,546,588,602,680,624,-1
1aecb0e33e,500,12/3/1969 00:00,Approved,TRUE,200,TRUE,1/22/2011 13:37,5,TRUE,10,94.7,500,5,94.7,84780,AmandaJHood@hotmail.com,324377516,1 year or more,3+ years,7-12 months,Semi-monthly,Mobile,Home,Other,8000,541,588,623,661,610,1
0532e99235,800,4/2/1969 00:00,Approved,TRUE,750,TRUE,1/22/2011 21:47,8,TRUE,6,171.75,500,6,171.75,83642,MichelleSPartin@aol.com,324173383,1 year or more,1-2 years,3+ years,Monthly,Home,Mobile,Other,3212,716,501,521,668,561,-1
8dd4a7ff6d,500,6/21/1988 00:00,Approved,TRUE,0,TRUE,1/23/2011 13:37,5,TRUE,10,92.17,500,5,92.17,83705,DebraRHundley@aol.com,124103799,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,None,Other,1300,562,612,624,696,597,-1
4f4871bcaf,400,12/23/1971 00:00,Approved,FALSE,1650,TRUE,1/23/2011 13:39,5,TRUE,10,73.74,400,5,73.74,84065,AngelaSTaylor@hotmail.com,324379705,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,5800,760,673,721,752,637,1
c68faaf191,700,7/13/1980 00:00,Approved,TRUE,630,TRUE,1/23/2011 19:25,8,TRUE,17,92.64,700,8,92.64,84084,WhitneyLMetz@bing.com,324377516,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Work,Other,1800,523,564,616,657,591,-1
14a40f2071,500,8/11/1984 00:00,Approved,TRUE,500,FALSE,1/24/2011 08:53,6,TRUE,13,77.39,500,6,77.39,83644,AmandaBRichardson@bing.com,123103732,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,1920,586,521,540,679,584,1
23c7a4054a,800,1/29/1969 00:00,Approved,FALSE,1800,TRUE,1/24/2011 09:22,8,TRUE,17,105.88,800,8,105.88,84790,JoJPeters@yahoo.com,124001545,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,None,Other,3794,661,570,576,680,613,1
0f9800a7ff,400,10/29/1986 00:00,Approved,FALSE,897,FALSE,1/24/2011 09:43,3,TRUE,6,110.78,400,3,110.78,84414,AudreyDStill@bing.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Other,4400,754,608,640,686,623,2
243dbe8303,500,8/31/1951 00:00,Approved,FALSE,1200,TRUE,1/24/2011 10:16,4,TRUE,8,108.48,500,4,108.48,84120,IreneBJohnston@gmail.com,324079500,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Mobile,Other,2720,586,595,632,700,621,-1
1a2e91d821,800,6/19/1974 00:00,Approved,FALSE,916,TRUE,1/24/2011 13:49,5,TRUE,10,92.17,500,5,92.17,84042,KelleyJKieffer@aol.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,5340,732,551,553,679,600,-1
f54c8db088,500,4/10/1967 00:00,Approved,FALSE,187,TRUE,1/24/2011 15:34,5,TRUE,10,94.7,500,5,94.7,84752,CarmenBIrizarry@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,None,Other,1480,530,607,655,710,589,1
7a95677ac3,800,11/18/1961 00:00,Approved,FALSE,570,TRUE,1/24/2011 17:13,8,TRUE,13,77.39,500,6,77.39,83201,AlexanderMOlmstead@bing.com,124103799,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,2650,560,586,604,680,640,-1
fd15ed8523,600,8/6/1954 00:00,Approved,FALSE,876,TRUE,1/25/2011 07:32,5,TRUE,10,92.17,500,5,92.17,83201,LilyAStandifer@aol.com,324173736,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,4300,669,516,545,680,573,1
8d01a6418d,600,12/3/1955 00:00,Approved,FALSE,756,TRUE,1/25/2011 14:42,5,TRUE,5,193.91,500,5,193.91,84724,JosephAWeiss@yahoo.com,324079555,4-12 months,3+ years,3+ years,Monthly,Home,None,Other,4280,539,568,590,680,611,-1
2a15bf4b08,700,9/4/1940 00:00,Approved,TRUE,1050,TRUE,1/25/2011 15:06,5,TRUE,5,271.47,700,5,271.47,84302,DeborahMBurke@hotmail.com,324377516,1 year or more,6 months or less,3+ years,Monthly,Home,Mobile,Other,2795,713,594,647,665,626,-1
6c739dc243,300,4/1/1984 00:00,Approved,TRUE,312,TRUE,1/25/2011 18:39,3,TRUE,6,81.6,300,3,81.6,83704,GailDThomas@yahoo.com,123103716,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,None,Other,1900,638,552,586,603,580,1
8cbef7a0fe,300,2/3/1969 00:00,Approved,TRUE,879,FALSE,1/25/2011 18:57,6,TRUE,13,46.43,300,6,46.43,84081,GladysGDavis@gmail.com,124001545,1 year or more,7-12 months,6 months or less,Bi-weekly,Home,None,Bills,2390,536,526,501,649,575,-1
1891881aeb,500,12/10/1948 00:00,Approved,FALSE,785,TRUE,1/25/2011 23:03,5,TRUE,5,193.91,500,5,193.91,83854,AndrewLCastro@yahoo.com,125100089,1 year or more,3+ years,3+ years,Monthly,Mobile,Home,Car,2450,616,597,646,683,626,1
da6f8ede35,500,8/4/1958 00:00,Approved,TRUE,650,TRUE,1/26/2011 03:42,6,TRUE,12,84.03,500,6,84.03,83703,CamilleRBrumfield@hotmail.com,124103799,1 year or more,3+ years,3+ years,Semi-monthly,Home,Mobile,Bills,4450,542,562,565,680,603,1
f89e773fd0,800,1/14/1962 00:00,Approved,TRUE,1600,FALSE,1/26/2011 10:19,5,TRUE,10,151.51,800,5,151.51,84092,LanceLAnderson@bing.com,124302150,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Home,Bills,3000,582,645,685,733,660,1
9af5ad1b1b,500,2/15/1953 00:00,Approved,FALSE,1200,TRUE,1/26/2011 11:02,5,TRUE,10,92.17,500,5,92.17,84404,JimRMarshall@gmail.com,51400549,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Car,2786,568,578,565,680,616,-1
28baca3b62,400,8/17/1950 00:00,Approved,FALSE,0,TRUE,1/26/2011 15:32,8,TRUE,8,115.88,400,8,115.88,83338,MargaretMParnell@hotmail.com,124103799,1 year or more,3+ years,3+ years,Monthly,Mobile,Home,Bills,1334,568,612,660,709,639,1
330d2bf9cc,700,12/28/1974 00:00,Approved,TRUE,0,TRUE,1/26/2011 22:39,8,TRUE,13,77.39,500,6,77.39,84074,MelissaHRoberson@aol.com,51000017,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Work,Bills,1600,506,532,563,680,597,-1
2de8845b09,800,11/12/1975 00:00,Approved,TRUE,300,TRUE,1/27/2011 08:14,8,TRUE,13,77.39,500,6,77.39,84115,SamanthaCOliver@hotmail.com,324078268,1 year or more,3+ years,3+ years,Bi-weekly,Work,Mobile,Medical,2200,664,520,565,621,570,-1
bbaaabdf0f,650,8/9/1984 00:00,Approved,TRUE,500,TRUE,1/27/2011 12:02,5,TRUE,5,193.91,500,5,193.91,84058,EstherRPuckett@aol.com,124000737,1 year or more,1-2 years,6 months or less,Monthly,Mobile,None,Rent,2600,297,625,670,720,625,1
b98426f32b,700,10/1/1966 00:00,Approved,TRUE,1395,FALSE,1/28/2011 08:36,5,TRUE,10,92.17,500,5,92.17,84047,CatherineTHawks@aol.com,124002971,1 year or more,1-2 years,6 months or less,Bi-weekly,Home,Mobile,Other,6000,601,600,631,663,616,-1
d974720387,300,3/2/1973 00:00,Approved,TRUE,500,TRUE,1/28/2011 09:18,8,TRUE,16,42.66,300,8,42.66,84720,MarieFJanes@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,None,Medical,3350,601,534,555,666,584,1
06d036fe7a,800,3/21/1966 00:00,Approved,TRUE,200,TRUE,1/28/2011 09:31,8,TRUE,17,105.88,800,8,105.88,83221,FrankSWright@yahoo.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Bills,3544,613,551,592,680,608,-1
02309382cf,300,8/25/1957 00:00,Approved,FALSE,0,FALSE,1/28/2011 10:09,5,TRUE,5,116.34,300,5,116.34,84403,KeturahJWood@gmail.com,324377613,1 year or more,3+ years,3+ years,Monthly,Home,None,Bills,753,536,590,634,668,621,1
c55aed6a9e,600,12/21/1959 00:00,Approved,TRUE,600,TRUE,1/28/2011 10:26,8,TRUE,13,77.39,500,6,77.39,84041,JuanaJClark@gmail.com,124002971,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Work,Bills,2200,497,553,590,613,595,-1
a37099ef27,800,8/14/1973 00:00,Approved,TRUE,680,FALSE,1/28/2011 13:22,8,TRUE,17,105.88,800,8,105.88,84119,AliceWSutcliffe@yahoo.com,324379705,1 year or more,7-12 months,1-2 years,Bi-weekly,Mobile,None,Bills,1400,523,579,602,672,599,-1
b908409e65,800,8/1/1965 00:00,Approved,TRUE,0,TRUE,1/29/2011 10:54,8,TRUE,13,77.39,500,6,77.39,84044,VeronicaFKirkham@hotmail.com,324377202,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,None,Other,3200,601,552,601,597,571,-1
e7cc872711,300,9/24/1980 00:00,Approved,FALSE,786,TRUE,1/29/2011 12:58,8,TRUE,17,39.7,300,8,39.7,84414,JackJIkeda@yahoo.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Car,2100,741,574,596,680,629,1
746f59332e,700,8/21/1962 00:00,Approved,TRUE,780,TRUE,1/29/2011 16:23,6,TRUE,6,240.46,700,6,240.46,84123,EricaDJohnson@aol.com,324377862,1 year or more,3+ years,3+ years,Monthly,Home,None,Bills,3200,601,618,613,663,627,-1
494fb20e3b,800,9/10/1970 00:00,Approved,TRUE,850,FALSE,1/30/2011 16:17,6,TRUE,6,171.75,500,6,171.75,83646,HeidiDBacon@gmail.com,324173626,1 year or more,1-2 years,6 months or less,Monthly,Mobile,Mobile,Other,2600,620,521,543,672,597,1
8aa902e04d,800,3/1/1966 00:00,Approved,TRUE,900,TRUE,1/30/2011 20:17,6,TRUE,13,123.82,800,6,123.82,84067,MatthewPMcClay@aol.com,124001545,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Bills,2600,559,556,567,635,611,1
7d2cb6a64c,500,2/14/1965 00:00,Approved,FALSE,1200,TRUE,1/31/2011 10:42,5,TRUE,10,94.7,500,5,94.7,57106,BruceCFletcher@aol.com,91400046,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Work,Bills,1880,596,580,569,680,613,-1
8378005078,400,12/10/1979 00:00,Approved,TRUE,700,TRUE,1/31/2011 15:44,6,TRUE,13,61.91,400,6,61.91,84701,PhillipDSimonson@hotmail.com,124000054,1 year or more,7-12 months,1-2 years,Bi-weekly,Home,Mobile,Bills,3200,661,518,522,608,589,unknown
4b1a6495b8,800,4/7/1968 00:00,Approved,FALSE,600,TRUE,1/31/2011 16:58,8,TRUE,17,105.88,800,8,105.88,84047,JohnMBowman@hotmail.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Work,Other,2000,751,560,624,624,621,-1
cdcbd59d83,800,10/7/1963 00:00,Approved,TRUE,1100,TRUE,1/31/2011 17:04,5,TRUE,10,147.47,800,5,147.47,84120,JanieRWeaver@aol.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Car,3280,661,624,667,679,641,-1
6fc1957477,500,3/24/1971 00:00,Approved,FALSE,850,TRUE,1/31/2011 17:26,6,TRUE,13,77.39,500,6,77.39,57032,MarilynNLilley@bing.com,91408501,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Bills,1250,336,586,579,680,628,-1
f9247db1d6,800,6/16/1954 00:00,Approved,FALSE,750,TRUE,2/1/2011 13:00,8,TRUE,16,113.77,800,8,113.77,84054,JosephSFincher@hotmail.com,124302150,1 year or more,3+ years,1-2 years,Semi-monthly,Work,Mobile,Rent,1100,530,549,548,680,619,1
778a98ac3d,800,4/3/1970 00:00,Approved,FALSE,750,TRUE,2/1/2011 17:59,8,TRUE,8,231.76,800,8,231.76,83687,PamCPalacios@bing.com,123103732,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Bills,3113,507,602,638,668,636,-1
55a14ef410,400,8/26/1970 00:00,Approved,TRUE,350,FALSE,2/2/2011 07:35,6,TRUE,6,137.4,400,6,137.4,83687,CherylSHopkins@yahoo.com,324172630,1 year or more,1-2 years,6 months or less,Monthly,Mobile,None,Medical,3200,655,595,625,692,622,-1
ce227eaf55,500,3/8/1977 00:00,Approved,TRUE,1000,TRUE,2/2/2011 08:54,6,TRUE,13,77.39,500,6,77.39,84010,PamelaBNorthington@aol.com,324377516,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,None,Bills,1500,565,613,636,644,593,1
2a15ec5a73,600,1/23/1963 00:00,Approved,TRUE,100,TRUE,2/2/2011 14:29,6,TRUE,13,92.87,600,6,92.87,84003,PatriciaAThompson@gmail.com,124301025,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Car,2000,615,594,613,680,632,1
3c3016cf3e,300,3/30/1979 00:00,Approved,FALSE,0,TRUE,2/2/2011 15:16,3,TRUE,6,81.6,300,3,81.6,83221,LauraJChapman@bing.com,123103716,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,Home,Car,1600,530,555,616,650,610,-1
3da17c9cb1,600,3/3/1951 00:00,Approved,TRUE,550,TRUE,2/2/2011 18:15,5,TRUE,10,94.7,500,5,94.7,83347,MichelleBJohnson@gmail.com,124101555,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,Work,Medical,2060,586,560,564,666,613,-1
59d02b8afc,300,4/16/1974 00:00,Approved,TRUE,500,TRUE,2/3/2011 07:02,3,TRUE,3,170.81,300,3,170.81,83843,DarlaCFreda@gmail.com,123103729,1 year or more,1-2 years,1-2 years,Monthly,Mobile,Work,Medical,3026,732,519,550,661,601,-1
46b8f92e36,500,4/30/1972 00:00,Approved,FALSE,1033,TRUE,2/3/2011 09:48,6,TRUE,13,77.39,500,6,77.39,83401,TracyWVanhoose@bing.com,324173150,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Medical,2600,566,527,560,680,576,1
b3d1bc6934,500,5/6/1978 00:00,Approved,TRUE,0,TRUE,2/3/2011 11:20,5,TRUE,10,92.17,500,5,92.17,84015,AngelaGJacobson@hotmail.com,124000054,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Home,Car,1032,486,546,592,639,583,-1
464c4e6887,500,9/27/1941 00:00,Approved,TRUE,300,TRUE,2/3/2011 12:15,6,TRUE,6,171.75,500,6,171.75,83325,MichaelSLiang@hotmail.com,123103729,1 year or more,3+ years,3+ years,Monthly,Mobile,None,Bills,2777,713,530,544,643,590,1
ece2206b7b,300,1/27/1961 00:00,Approved,FALSE,0,TRUE,2/3/2011 12:27,6,TRUE,13,46.43,300,6,46.43,83204,FayeBMcDonald@aol.com,124103799,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Work,Medical,1324,642,528,517,654,595,1
b138d2286b,800,8/29/1975 00:00,Approved,TRUE,675,TRUE,2/3/2011 12:51,3,TRUE,6,136,500,3,136,84058,JennaRTucker@hotmail.com,124002971,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,None,Bills,3000,536,582,609,654,602,-1
38fa025000,300,4/3/1986 00:00,Approved,TRUE,680,TRUE,2/3/2011 13:01,4,TRUE,8,65.09,300,4,65.09,83713,MartaMFontaine@bing.com,123271978,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,None,Other,1300,521,615,669,724,590,-1
0d39540ab9,500,10/2/1945 00:00,Approved,FALSE,2100,FALSE,2/3/2011 14:44,3,TRUE,6,138.48,500,3,138.48,84010,JohnJCaldwell@hotmail.com,124001545,1 year or more,3+ years,1-2 years,Semi-monthly,Home,Mobile,Car,5610,660,577,587,680,612,-1
ec5220c03e,600,6/24/1976 00:00,Approved,FALSE,0,TRUE,2/3/2011 14:53,5,TRUE,10,92.17,500,5,92.17,84005,EdithJSoto@bing.com,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,None,Bills,4446,573,602,646,703,632,1
ebe4a4fe61,800,6/24/1965 00:00,Approved,TRUE,350,TRUE,2/3/2011 15:55,5,TRUE,10,92.17,500,5,92.17,83301,BarbaraRRector@gmail.com,124103799,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,None,Bills,2148,763,521,558,670,592,-1
9e82e27323,500,8/6/1967 00:00,Approved,FALSE,700,TRUE,2/4/2011 08:49,6,TRUE,6,171.75,500,6,171.75,57107,CharityBBillingsley@hotmail.com,91408899,1 year or more,3+ years,7-12 months,Monthly,Mobile,None,Bills,5500,423,566,572,657,607,-1
e298baae1c,300,8/24/1951 00:00,Approved,FALSE,0,TRUE,2/4/2011 09:24,5,TRUE,5,116.34,300,5,116.34,83661,ByronLStokes@hotmail.com,123103729,1 year or more,3+ years,3+ years,Monthly,Work,None,Bills,1730,583,577,595,680,622,1
83a0185d29,800,9/16/1981 00:00,Approved,TRUE,250,FALSE,2/4/2011 09:47,8,TRUE,13,77.39,500,6,77.39,84106,RoseSMcCoy@yahoo.com,124000737,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Mobile,Car,1800,546,522,579,655,572,-1
8c02692f55,800,5/29/1943 00:00,Approved,FALSE,1114,TRUE,2/4/2011 12:38,8,TRUE,6,274.81,800,6,171.75,84010,AdelaJAustin@aol.com,124302150,1 year or more,3+ years,3+ years,Monthly,Mobile,None,Other,3062,670,543,538,680,592,-1
0e088a2c55,500,6/27/1975 00:00,Approved,TRUE,400,TRUE,2/5/2011 06:14,5,TRUE,10,92.17,500,5,92.17,84780,ReneeMChism@yahoo.com,124001545,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Work,Bills,2800,583,556,584,669,595,-1
90fb948b4a,800,10/26/1951 00:00,Approved,TRUE,170,TRUE,2/5/2011 20:32,8,TRUE,8,231.76,800,8,231.76,83501,JamieCMassey@bing.com,124000054,4-12 months,3+ years,3+ years,Monthly,Mobile,None,Other,713,734,570,590,680,623,1
227e234ef0,800,9/5/1947 00:00,Approved,TRUE,959,TRUE,2/6/2011 15:34,8,TRUE,8,231.76,800,8,231.76,83404,CharityCBundy@bing.com,324173082,1 year or more,3+ years,3+ years,Monthly,Home,Mobile,Bills,3723,583,578,562,668,613,-1
6070b1cdb8,800,1/25/1969 00:00,Approved,TRUE,1000,TRUE,2/7/2011 08:26,6,TRUE,13,123.82,800,6,123.82,84047,FredaPKeese@yahoo.com,124302150,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Home,Car,2600,601,554,532,635,582,-1
